parent_sked,parent_sked_part,in_a_group,db_table,ordering,db_name,xpath,irs_type,db_type,line_number,description,versions
IRS990,part_x,False,part_x,2,CshNnIntrstBrng_BOYAmt,/IRS990/CashNonInterestBearingGrp/BOYAmt,USAmountType,BigInteger, Part X Line 1; Part X Column (A), Cash - Non interest bearing; Beginnning of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,3,CshNnIntrstBrng_EOYAmt,/IRS990/CashNonInterestBearingGrp/EOYAmt,USAmountType,BigInteger, Part X Line 1; Part X Column (B), Cash - Non interest bearing; Ending of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,4,SvngsAndTmpCshInvst_BOYAmt,/IRS990/SavingsAndTempCashInvstGrp/BOYAmt,USAmountType,BigInteger, Part X Line 2; Part X Column (A), Savings and temporary cash investments; Beginnning of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,5,SvngsAndTmpCshInvst_EOYAmt,/IRS990/SavingsAndTempCashInvstGrp/EOYAmt,USAmountType,BigInteger, Part X Line 2; Part X Column (B), Savings and temporary cash investments; Ending of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,6,PldgsAndGrntsRcvbl_BOYAmt,/IRS990/PledgesAndGrantsReceivableGrp/BOYAmt,USAmountType,BigInteger, Part X Line 3; Part X Column (A)," Pledges and grants receivable, net; Beginnning of year",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,7,PldgsAndGrntsRcvbl_EOYAmt,/IRS990/PledgesAndGrantsReceivableGrp/EOYAmt,USAmountType,BigInteger, Part X Line 3; Part X Column (B)," Pledges and grants receivable, net; Ending of year",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,8,AccntsRcvbl_BOYAmt,/IRS990/AccountsReceivableGrp/BOYAmt,USAmountType,BigInteger, Part X Line 4; Part X Column (A)," Accounts receivable, net; Beginnning of year",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,9,AccntsRcvbl_EOYAmt,/IRS990/AccountsReceivableGrp/EOYAmt,USAmountType,BigInteger, Part X Line 4; Part X Column (B)," Accounts receivable, net; Ending of year",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,10,RcvblsFrmOffcrsEtc_BOYAmt,/IRS990/ReceivablesFromOfficersEtcGrp/BOYAmt,USAmountType,BigInteger, Part X Line 5; Part X Column (A)," Receivables from Officers, etc.; Beginnning of year",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,11,RcvblsFrmOffcrsEtc_EOYAmt,/IRS990/ReceivablesFromOfficersEtcGrp/EOYAmt,USAmountType,BigInteger, Part X Line 5; Part X Column (B)," Receivables from Officers, etc.; Ending of year",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,12,RcvblFrmDsqlfdPrsn_BOYAmt,/IRS990/RcvblFromDisqualifiedPrsnGrp/BOYAmt,USAmountType,BigInteger, Part X Line 6; Part X Column (A), Receivables from other disqualified persons; Beginnning of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,13,RcvblFrmDsqlfdPrsn_EOYAmt,/IRS990/RcvblFromDisqualifiedPrsnGrp/EOYAmt,USAmountType,BigInteger, Part X Line 6; Part X Column (B), Receivables from other disqualified persons; Ending of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,14,OthNtsLnsRcvblNt_BOYAmt,/IRS990/OthNotesLoansReceivableNetGrp/BOYAmt,USAmountType,BigInteger, Part X Line 7; Part X Column (A), Other notes and loans receivable net; Beginnning of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,15,OthNtsLnsRcvblNt_EOYAmt,/IRS990/OthNotesLoansReceivableNetGrp/EOYAmt,USAmountType,BigInteger, Part X Line 7; Part X Column (B), Other notes and loans receivable net; Ending of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,16,InvntrsFrSlOrUs_BOYAmt,/IRS990/InventoriesForSaleOrUseGrp/BOYAmt,USAmountType,BigInteger, Part X Line 8; Part X Column (A), Inventories for sale or use; Beginnning of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,17,InvntrsFrSlOrUs_EOYAmt,/IRS990/InventoriesForSaleOrUseGrp/EOYAmt,USAmountType,BigInteger, Part X Line 8; Part X Column (B), Inventories for sale or use; Ending of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,18,PrpdExpnssDfrdChrgs_BOYAmt,/IRS990/PrepaidExpensesDefrdChargesGrp/BOYAmt,USAmountType,BigInteger, Part X Line 9; Part X Column (A), Prepaid expenses and deferred charges; Beginnning of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,19,PrpdExpnssDfrdChrgs_EOYAmt,/IRS990/PrepaidExpensesDefrdChargesGrp/EOYAmt,USAmountType,BigInteger, Part X Line 9; Part X Column (B), Prepaid expenses and deferred charges; Ending of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,20,LndBldgEqpCstOrOthrBssAmt,/IRS990/LandBldgEquipCostOrOtherBssAmt,USAmountType,BigInteger, Part X Line 10a," Land, buildings, and equipment basis",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,21,LndBldgEqpAccmDprcAmt,/IRS990/LandBldgEquipAccumDeprecAmt,USAmountType,BigInteger, Part X Line 10b, Less: accumulated depreciation,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,22,LndBldgEqpBssNt_BOYAmt,/IRS990/LandBldgEquipBasisNetGrp/BOYAmt,USAmountType,BigInteger, Part X Line 10c; Part X Column (A)," Land, buildings, and equipment basis net; Beginnning of year",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,23,LndBldgEqpBssNt_EOYAmt,/IRS990/LandBldgEquipBasisNetGrp/EOYAmt,USAmountType,BigInteger, Part X Line 10c; Part X Column (B)," Land, buildings, and equipment basis net; Ending of year",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,24,InvstmntsPbTrddSc_BOYAmt,/IRS990/InvestmentsPubTradedSecGrp/BOYAmt,USAmountType,BigInteger, Part X Line 11; Part X Column (A), Investments publicly traded securities; Beginnning of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,25,InvstmntsPbTrddSc_EOYAmt,/IRS990/InvestmentsPubTradedSecGrp/EOYAmt,USAmountType,BigInteger, Part X Line 11; Part X Column (B), Investments publicly traded securities; Ending of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,26,InvstmntsOthrScrts_BOYAmt,/IRS990/InvestmentsOtherSecuritiesGrp/BOYAmt,USAmountType,BigInteger, Part X Line 12; Part X Column (A), Investments other securities; Beginnning of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,27,InvstmntsOthrScrts_EOYAmt,/IRS990/InvestmentsOtherSecuritiesGrp/EOYAmt,USAmountType,BigInteger, Part X Line 12; Part X Column (B), Investments other securities; Ending of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,28,InvstmntsPrgrmRltd_BOYAmt,/IRS990/InvestmentsProgramRelatedGrp/BOYAmt,USAmountType,BigInteger, Part X Line 13; Part X Column (A), Investments-program related; Beginnning of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,29,InvstmntsPrgrmRltd_EOYAmt,/IRS990/InvestmentsProgramRelatedGrp/EOYAmt,USAmountType,BigInteger, Part X Line 13; Part X Column (B), Investments-program related; Ending of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,30,IntngblAssts_BOYAmt,/IRS990/IntangibleAssetsGrp/BOYAmt,USAmountType,BigInteger, Part X Line 14; Part X Column (A), Intangible assets; Beginnning of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,31,IntngblAssts_EOYAmt,/IRS990/IntangibleAssetsGrp/EOYAmt,USAmountType,BigInteger, Part X Line 14; Part X Column (B), Intangible assets; Ending of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,32,OthrAsstsTtl_BOYAmt,/IRS990/OtherAssetsTotalGrp/BOYAmt,USAmountType,BigInteger, Part X Line 15; Part X Column (A), Other assets; Beginnning of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,33,OthrAsstsTtl_EOYAmt,/IRS990/OtherAssetsTotalGrp/EOYAmt,USAmountType,BigInteger, Part X Line 15; Part X Column (B), Other assets; Ending of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,34,TtlAssts_BOYAmt,/IRS990/TotalAssetsGrp/BOYAmt,USAmountType,BigInteger, Part X Line 16; Part X Column (A), Total assets; Beginnning of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,35,TtlAssts_EOYAmt,/IRS990/TotalAssetsGrp/EOYAmt,USAmountType,BigInteger, Part X Line 16; Part X Column (B), Total assets; Ending of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,36,AccntsPyblAccrExpnss_BOYAmt,/IRS990/AccountsPayableAccrExpnssGrp/BOYAmt,USAmountType,BigInteger, Part X Line 17; Part X Column (A), Accounts payable and accrued expenses; Beginnning of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,37,AccntsPyblAccrExpnss_EOYAmt,/IRS990/AccountsPayableAccrExpnssGrp/EOYAmt,USAmountType,BigInteger, Part X Line 17; Part X Column (B), Accounts payable and accrued expenses; Ending of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,38,GrntsPybl_BOYAmt,/IRS990/GrantsPayableGrp/BOYAmt,USAmountType,BigInteger, Part X Line 18; Part X Column (A), Grants payable; Beginnning of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,39,GrntsPybl_EOYAmt,/IRS990/GrantsPayableGrp/EOYAmt,USAmountType,BigInteger, Part X Line 18; Part X Column (B), Grants payable; Ending of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,40,DfrrdRvn_BOYAmt,/IRS990/DeferredRevenueGrp/BOYAmt,USAmountType,BigInteger, Part X Line 19; Part X Column (A), Deferred revenue; Beginnning of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,41,DfrrdRvn_EOYAmt,/IRS990/DeferredRevenueGrp/EOYAmt,USAmountType,BigInteger, Part X Line 19; Part X Column (B), Deferred revenue; Ending of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,42,TxExmptBndLblts_BOYAmt,/IRS990/TaxExemptBondLiabilitiesGrp/BOYAmt,USAmountType,BigInteger, Part X Line 20; Part X Column (A), Tax-exempt bond liabilities; Beginnning of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,43,TxExmptBndLblts_EOYAmt,/IRS990/TaxExemptBondLiabilitiesGrp/EOYAmt,USAmountType,BigInteger, Part X Line 20; Part X Column (B), Tax-exempt bond liabilities; Ending of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,44,EscrwAccntLblty_BOYAmt,/IRS990/EscrowAccountLiabilityGrp/BOYAmt,USAmountType,BigInteger, Part X Line 21; Part X Column (A), Escrow account liability; Beginnning of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,45,EscrwAccntLblty_EOYAmt,/IRS990/EscrowAccountLiabilityGrp/EOYAmt,USAmountType,BigInteger, Part X Line 21; Part X Column (B), Escrow account liability; Ending of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,46,LnsFrmOffcrsDrctrs_BOYAmt,/IRS990/LoansFromOfficersDirectorsGrp/BOYAmt,USAmountType,BigInteger, Part X Line 22; Part X Column (A)," Payable to current and former officers, directors, trustees, or key employees; Beginnning of year",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,47,LnsFrmOffcrsDrctrs_EOYAmt,/IRS990/LoansFromOfficersDirectorsGrp/EOYAmt,USAmountType,BigInteger, Part X Line 22; Part X Column (B)," Payable to current and former officers, directors, trustees, or key employees; Ending of year",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,48,MrtgNtsPyblScrdInvstPrp_BOYAmt,/IRS990/MortgNotesPyblScrdInvstPropGrp/BOYAmt,USAmountType,BigInteger, Part X Line 23; Part X Column (A), Mortgages and notes payable secured by investment property; Beginnning of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,49,MrtgNtsPyblScrdInvstPrp_EOYAmt,/IRS990/MortgNotesPyblScrdInvstPropGrp/EOYAmt,USAmountType,BigInteger, Part X Line 23; Part X Column (B), Mortgages and notes payable secured by investment property; Ending of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,50,UnscrdNtsLnsPybl_BOYAmt,/IRS990/UnsecuredNotesLoansPayableGrp/BOYAmt,USAmountType,BigInteger, Part X Line 24; Part X Column (A), Unsecured notes and loans payable; Beginnning of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,51,UnscrdNtsLnsPybl_EOYAmt,/IRS990/UnsecuredNotesLoansPayableGrp/EOYAmt,USAmountType,BigInteger, Part X Line 24; Part X Column (B), Unsecured notes and loans payable; Ending of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,52,OthrLblts_BOYAmt,/IRS990/OtherLiabilitiesGrp/BOYAmt,USAmountType,BigInteger, Part X Line 25; Part X Column (A), Other liabilities; Beginnning of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,53,OthrLblts_EOYAmt,/IRS990/OtherLiabilitiesGrp/EOYAmt,USAmountType,BigInteger, Part X Line 25; Part X Column (B), Other liabilities; Ending of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,54,TtlLblts_BOYAmt,/IRS990/TotalLiabilitiesGrp/BOYAmt,USAmountType,BigInteger, Part X Line 26; Part X Column (A), Total liabilities; Beginnning of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,55,TtlLblts_EOYAmt,/IRS990/TotalLiabilitiesGrp/EOYAmt,USAmountType,BigInteger, Part X Line 26; Part X Column (B), Total liabilities; Ending of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,56,OrgnztnFllwsSFAS117Ind,/IRS990/OrganizationFollowsSFAS117Ind,CheckboxType,String(length=1), Part X," Organizations that follow SFAS 117, check here",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,57,UnrstrctdNtAssts_BOYAmt,/IRS990/UnrestrictedNetAssetsGrp/BOYAmt,USAmountType,BigInteger, Part X Line 27; Part X Column (A), Unrestricted net assets; Beginnning of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,58,UnrstrctdNtAssts_EOYAmt,/IRS990/UnrestrictedNetAssetsGrp/EOYAmt,USAmountType,BigInteger, Part X Line 27; Part X Column (B), Unrestricted net assets; Ending of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,59,TmprrlyRstrNtAssts_BOYAmt,/IRS990/TemporarilyRstrNetAssetsGrp/BOYAmt,USAmountType,BigInteger, Part X Line 28; Part X Column (A), Temporarily restricted net assets; Beginnning of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,60,TmprrlyRstrNtAssts_EOYAmt,/IRS990/TemporarilyRstrNetAssetsGrp/EOYAmt,USAmountType,BigInteger, Part X Line 28; Part X Column (B), Temporarily restricted net assets; Ending of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,61,PrmnntlyRstrNtAssts_BOYAmt,/IRS990/PermanentlyRstrNetAssetsGrp/BOYAmt,USAmountType,BigInteger, Part X Line 29; Part X Column (A), Permanently restricted net assets; Beginnning of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,62,PrmnntlyRstrNtAssts_EOYAmt,/IRS990/PermanentlyRstrNetAssetsGrp/EOYAmt,USAmountType,BigInteger, Part X Line 29; Part X Column (B), Permanently restricted net assets; Ending of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,63,OrgDsNtFllwSFAS117Ind,/IRS990/OrgDoesNotFollowSFAS117Ind,CheckboxType,String(length=1), Part X," Organizations that do not follow SFAS 117, check here",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,64,CpStkTrPrnCrrntFnds_BOYAmt,/IRS990/CapStkTrPrinCurrentFundsGrp/BOYAmt,USAmountType,BigInteger, Part X Line 30; Part X Column (A)," Capital stock or trust principal, or current funds; Beginnning of year",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,65,CpStkTrPrnCrrntFnds_EOYAmt,/IRS990/CapStkTrPrinCurrentFundsGrp/EOYAmt,USAmountType,BigInteger, Part X Line 30; Part X Column (B)," Capital stock or trust principal, or current funds; Ending of year",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,66,PdInCpSrplsLndBldgEqpFnd_BOYAmt,/IRS990/PdInCapSrplsLandBldgEqpFundGrp/BOYAmt,USAmountType,BigInteger, Part X Line 31; Part X Column (A)," Paid-in or capital surplus, or land, building or equipment fund; Beginnning of year",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,67,PdInCpSrplsLndBldgEqpFnd_EOYAmt,/IRS990/PdInCapSrplsLandBldgEqpFundGrp/EOYAmt,USAmountType,BigInteger, Part X Line 31; Part X Column (B)," Paid-in or capital surplus, or land, building or equipment fund; Ending of year",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,68,RtnErnEndwmntIncmOthFnds_BOYAmt,/IRS990/RtnEarnEndowmentIncmOthFndsGrp/BOYAmt,USAmountType,BigInteger, Part X Line 32; Part X Column (A)," Retained earnings, endowment, accumulated income, or other funds; Beginnning of year",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,69,RtnErnEndwmntIncmOthFnds_EOYAmt,/IRS990/RtnEarnEndowmentIncmOthFndsGrp/EOYAmt,USAmountType,BigInteger, Part X Line 32; Part X Column (B)," Retained earnings, endowment, accumulated income, or other funds; Ending of year",2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,70,TtlNtAsstsFndBlnc_BOYAmt,/IRS990/TotalNetAssetsFundBalanceGrp/BOYAmt,USAmountType,BigInteger, Part X Line 33; Part X Column (A), Total net assets or fund balances; Beginnning of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,71,TtlNtAsstsFndBlnc_EOYAmt,/IRS990/TotalNetAssetsFundBalanceGrp/EOYAmt,USAmountType,BigInteger, Part X Line 33; Part X Column (B), Total net assets or fund balances; Ending of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,72,TtLbNtAsstsFndBlnc_BOYAmt,/IRS990/TotLiabNetAssetsFundBalanceGrp/BOYAmt,USAmountType,BigInteger, Part X Line 34; Part X Column (A), Total liabilities and net assets or fund balances; Beginnning of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_x,False,part_x,73,TtLbNtAsstsFndBlnc_EOYAmt,/IRS990/TotLiabNetAssetsFundBalanceGrp/EOYAmt,USAmountType,BigInteger, Part X Line 34; Part X Column (B), Total liabilities and net assets or fund balances; Ending of year,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_xi,False,part_xi,1,InfInSkdOPrtXIInd,/IRS990/InfoInScheduleOPartXIInd,CheckboxType,String(length=1), Part XI, Schedule O contains a response to a question in Part XI,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_xi,False,part_xi,2,RcncltnRvnExpnssAmt,/IRS990/ReconcilationRevenueExpnssAmt,USAmountType,BigInteger, Part XI Line 3, Revenue less expenses,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_xi,False,part_xi,3,NtUnrlzdGnsLsssInvstAmt,/IRS990/NetUnrlzdGainsLossesInvstAmt,USAmountType,BigInteger, Part XI Line 5, Net unrealized gains (losses) on investments,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_xi,False,part_xi,4,DntdSrvcsAndUsFcltsAmt,/IRS990/DonatedServicesAndUseFcltsAmt,USAmountType,BigInteger, Part XI Line 6, Donated services and use of facilities,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_xi,False,part_xi,5,InvstmntExpnsAmt,/IRS990/InvestmentExpenseAmt,USAmountType,BigInteger, Part XI Line 7, Investment expenses,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_xi,False,part_xi,6,PrrPrdAdjstmntsAmt,/IRS990/PriorPeriodAdjustmentsAmt,USAmountType,BigInteger, Part XI Line 8, Prior period adjustments,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_xi,False,part_xi,7,OthrChngsInNtAsstsAmt,/IRS990/OtherChangesInNetAssetsAmt,USAmountType,BigInteger, Part XI Line 9, Other changes in net assets or fund balances,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_xii,False,part_xii,1,InfInSkdOPrtXIIInd,/IRS990/InfoInScheduleOPartXIIInd,CheckboxType,String(length=1), Part XII, Schedule O contains a response to a question in Part XII,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_xii,False,part_xii,2,AccntntCmplOrRvwInd,/IRS990/AccountantCompileOrReviewInd,BooleanType,String(length=5), Part XII Line 2a, Accountant provide compilation or review?,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
IRS990,part_xii,False,part_xii,3,AcctCmplOrRvwBss_SprtBssFnclStmtInd,/IRS990/AcctCompileOrReviewBasisGrp/SeparateBasisFinclStmtInd,CheckboxType,String(length=1), Part XII Line 2a; Part XII Lines 2a and 2b, Basis in which the financial statements were compiled or reviewed by independent accountant; Financial statement issued on separate basis,2013v3.0;2013v3.1;2013v4.0;2014v5.0;2014v6.0;2015v2.0;2015v2.1;2015v3.0
